Strain,Soil,Root,Rhizosphere,Sludge,Sand,mud,rhizome,sediment,nodule,Soil2,Root2,Rhizosphere2,Sludge2,Sand2,mud2,rhizome2,sediment2,nodule2,total_words,final
Corynebacterium_diphtheriae_HC01,6,1,0,0,1,0,0,0,0,1.578947368,0.263157895,0,0,0.263157895,0,0,0,0,380,0
Corynebacterium_diphtheriae_HC02,5,1,0,0,1,0,0,0,0,1.519756839,0.303951368,0,0,0.303951368,0,0,0,0,329,0
Corynebacterium_diphtheriae_HC03,5,2,0,0,1,0,0,2,0,1.077586207,0.431034483,0,0,0.215517241,0,0,0.431034483,0,464,0
Corynebacterium_diphtheriae_HC04,5,2,0,0,0,0,0,1,0,1.213592233,0.485436893,0,0,0,0,0,0.242718447,0,412,0
Corynebacterium_diphtheriae_INCA_402,8,1,0,0,0,0,0,0,0,1.777777778,0.222222222,0,0,0,0,0,0,0,450,0
Corynebacterium_kroppenstedtii_DSM_44385,8,0,0,0,0,0,0,0,0,2.156334232,0,0,0,0,0,0,0,0,371,0
Corynebacterium_pseudotuberculosis_267,5,1,1,0,2,0,0,0,0,1.199040767,0.239808153,0.239808153,0,0.479616307,0,0,0,0,417,0
Corynebacterium_pseudotuberculosis_4202-A,5,3,0,0,0,0,0,1,0,1.582278481,0.949367089,0,0,0,0,0,0.316455696,0,316,0
Corynebacterium_pseudotuberculosis_Cp162,6,2,1,0,0,0,0,1,0,1.595744681,0.531914894,0.265957447,0,0,0,0,0.265957447,0,376,0
Corynebacterium_pseudotuberculosis_PAT10,4,2,0,0,0,0,0,1,0,1.13960114,0.56980057,0,0,0,0,0,0.284900285,0,351,0
Corynebacterium_resistens_DSM_45100,2,2,0,2,3,0,0,0,0,0.557103064,0.557103064,0,0.557103064,0.835654596,0,0,0,0,359,0
Corynebacterium_urealyticum_DSM_7109,6,1,0,2,0,0,0,0,0,1.621621622,0.27027027,0,0.540540541,0,0,0,0,0,370,0
Corynebacterium_vitaeruminis_DSM_20294,4,1,0,2,0,0,0,1,0,1.444043321,0.36101083,0,0.722021661,0,0,0,0.36101083,0,277,0
Coxiella_burnetii_CbuG_Q212,1,2,0,0,0,0,0,1,1,0.526315789,1.052631579,0,0,0,0,0,0.526315789,0.526315789,190,0
Coxiella_burnetii_RSA_331,4,3,0,0,1,0,0,3,0,0.877192982,0.657894737,0,0,0.219298246,0,0,0.657894737,0,456,0
Croceibacter_atlanticus_HTCC2559,3,1,0,1,0,0,0,4,0,0.874635569,0.29154519,0,0.29154519,0,0,0,1.166180758,0,343,0
Cronobacter_sakazakii_ATCC_BAA-894,7,1,0,0,0,0,0,0,0,1.699029126,0.242718447,0,0,0,0,0,0,0,412,0
Cronobacter_turicensis_z3032,6,0,2,0,0,0,2,0,0,1.481481481,0,0.49382716,0,0,0,0.49382716,0,0,405,0
Cryptobacterium_curtum_12-3_DSM_15641,1,0,0,0,0,0,0,1,0,1.694915254,0,0,0,0,0,0,1.694915254,0,59,0
Cyanothece_sp._BH68_ATCC_51142,2,2,0,0,1,0,0,1,0,0.481927711,0.481927711,0,0,0.240963855,0,0,0.240963855,0,415,0
Deinococcus_geothermalis_DSM_11300,7,0,1,1,0,0,0,1,0,1.724137931,0,0.246305419,0.246305419,0,0,0,0.246305419,0,406,0
Desulfobacterium_autotrophicum_HRM2_DSM_3382,4,2,0,1,0,0,0,3,0,0.88691796,0.44345898,0,0.22172949,0,0,0,0.66518847,0,451,0
Desulfocapsa_sulfexigens_DSM_10523,0,0,0,1,0,0,0,7,0,0,0,0,0.334448161,0,0,0,2.341137124,0,299,0
Desulfotalea_psychrophila_LSv54,1,2,1,0,0,0,0,5,1,0.274725275,0.549450549,0.274725275,0,0,0,0,1.373626374,0.274725275,364,0
Desulfovibrio_piezophilus_C1TLV30_DSM_21447,0,0,0,1,0,0,0,2,0,0,0,0,0.5,0,0,0,1,0,200,0
Desulfurobacterium_thermolithotrophum_BSA_DSM_11699,0,1,0,0,0,0,0,1,0,0,0.952380952,0,0,0,0,0,0.952380952,0,105,0
Dictyoglomus_thermophilum_H-6-12_ATCC_35947,2,0,1,0,0,1,0,1,0,0.829875519,0,0.414937759,0,0,0.414937759,0,0.414937759,0,241,0
Dinoroseobacter_shibae_DFL-12_DSM_16493,0,0,0,0,3,0,0,1,0,0,0,0,0,1.111111111,0,0,0.37037037,0,270,0
Donghaeana_dokdonensis_DSW-6,0,2,0,0,5,1,0,3,0,0,0.49382716,0,0,1.234567901,0.24691358,0,0.740740741,0,405,0
Draconibacterium_orientale_FH5,1,0,0,0,0,0,0,0,0,1.886792453,0,0,0,0,0,0,0,0,53,0
Echinicola_vietnamensis_KMM_6221_DSM_17526,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.818181818,0,110,0
Edwardsiella_ictaluri_93-146,4,2,0,0,1,1,0,0,0,1.025641026,0.512820513,0,0,0.256410256,0.256410256,0,0,0,390,0
Edwardsiella_tarda_C07-087,2,1,1,0,2,0,0,2,0,0.823045267,0.411522634,0.411522634,0,0.823045267,0,0,0.823045267,0,243,0
Edwardsiella_tarda_EIB202,6,0,0,0,2,1,0,0,0,1.310043668,0,0,0,0.436681223,0.218340611,0,0,0,458,0
Edwardsiella_tarda_FL6-60,2,3,0,1,2,1,0,0,0,0.436681223,0.655021834,0,0.218340611,0.436681223,0.218340611,0,0,0,458,0
Eggerthella_sp._YY7918,6,1,0,0,0,0,0,3,0,1.474201474,0.245700246,0,0,0,0,0,0.737100737,0,407,0
Elusimicrobium_minutum_Pei191,7,1,1,0,1,0,0,2,0,1.658767773,0.236966825,0.236966825,0,0.236966825,0,0,0.473933649,0,422,0
endosymbiont_of_Acanthamoeba_sp._UWC8,6,0,0,2,0,1,0,0,0,1.348314607,0,0,0.449438202,0,0.224719101,0,0,0,445,0
Endosymbiont_of_Llaveia_axin_axin,5,2,1,0,0,0,0,1,0,1.351351351,0.540540541,0.27027027,0,0,0,0,0.27027027,0,370,0
Endosymbiont_of_Sitophilus_oryzae,2,5,0,0,1,0,0,2,1,0.430107527,1.075268817,0,0,0.215053763,0,0,0.430107527,0.215053763,465,0
Enterobacter_aerogenes_EA1509E,2,1,0,0,0,0,4,0,0,1.025641026,0.512820513,0,0,0,0,2.051282051,0,0,195,0
Enterobacter_cloacae_cloacae_NCTC_9394,7,1,1,1,0,0,0,1,0,1.866666667,0.266666667,0.266666667,0.266666667,0,0,0,0.266666667,0,375,0
Enterococcus_faecalis_Symbioflor_1,9,0,0,0,0,0,0,0,0,1.821862348,0,0,0,0,0,0,0,0,494,0
Enterococcus_faecalis_V583,5,7,0,0,0,0,0,0,0,1.184834123,1.658767773,0,0,0,0,0,0,0,422,0
Enterococcus_faecium_Aus0004,2,4,0,1,1,0,0,1,0,0.465116279,0.930232558,0,0.23255814,0.23255814,0,0,0.23255814,0,430,0
Enterococcus_faecium_DO,2,5,0,0,3,0,0,1,0,0.527704485,1.319261214,0,0,0.791556728,0,0,0.263852243,0,379,0
Erythrobacter_litoralis_HTCC2594,2,1,1,0,0,0,0,6,1,0.547945205,0.273972603,0.273972603,0,0,0,0,1.643835616,0.273972603,365,0
Escherichia_coli_AIEC_UM146,0,1,0,0,1,0,0,0,0,0,0.609756098,0,0,0.609756098,0,0,0,0,164,0
Escherichia_coli_O145H28_RM13514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Escherichia_coli_O81_ED1a,7,3,1,0,0,0,0,0,0,1.219512195,0.522648084,0.174216028,0,0,0,0,0,0,574,0
Ethanoligenens_harbinense_YUAN-3T_DSM_18485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Eubacterium_rectale_DSM_17629,6,3,0,0,2,0,0,0,0,1.538461538,0.769230769,0,0,0.512820513,0,0,0,0,390,0
Exiguobacterium_antarcticum_B7,4,1,3,0,0,0,0,1,0,1.030927835,0.257731959,0.773195876,0,0,0,0,0.257731959,0,388,0
Ferrimonas_balearica_PAT_DSM_9799,0,1,0,0,2,1,0,5,0,0,0.27700831,0,0,0.55401662,0.27700831,0,1.385041551,0,361,0
Fervidobacterium_nodosum_Rt17-B1,1,4,0,0,0,0,0,1,0,0.285714286,1.142857143,0,0,0,0,0,0.285714286,0,350,0
Fibrobacter_succinogenes_succinogenes_S85_ATCC_19169,3,2,0,1,1,0,0,4,0,0.6,0.4,0,0.2,0.2,0,0,0.8,0,500,0
Filifactor_alocis_ATCC_35896,1,10,0,0,0,0,0,1,0,0.229885057,2.298850575,0,0,0,0,0,0.229885057,0,435,0
Flexibacter_litoralis_Fx_l1_DSM_6794,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.564102564,0,39,0
Flexistipes_sinusarabici_MAS10_DSM_4947,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.578034682,0,173,0
Francisella_tularensis_holarctica_F92,0,0,0,0,2,0,0,0,0,0,0,0,0,1.98019802,0,0,0,0,101,0
Fusobacterium_nucleatum_animalis_7_1,3,7,0,0,0,0,0,0,0,0.484652666,1.13085622,0,0,0,0,0,0,0,619,0
Fusobacterium_nucleatum_nucleatum_ATCC_25586,0,10,0,0,0,0,0,0,0,0,2.188183807,0,0,0,0,0,0,0,457,0
Fusobacterium_nucleatum_vincentii_3_1_27,0,4,0,0,0,0,0,0,0,0,0.680272109,0,0,0,0,0,0,0,588,0
Fusobacterium_sp._4_8,2,6,0,0,0,1,0,1,0,0.364298725,1.092896175,0,0,0,0.182149362,0,0.182149362,0,549,0
Gardnerella_vaginalis_317_ATCC_14019,2,0,0,0,2,0,0,0,0,0.862068966,0,0,0,0.862068966,0,0,0,0,232,0
Gardnerella_vaginalis_409-05,5,3,0,0,0,0,0,0,0,1.340482574,0.804289544,0,0,0,0,0,0,0,373,0
Gardnerella_vaginalis_HMP9231,2,2,0,0,0,0,0,0,0,1.025641026,1.025641026,0,0,0,0,0,0,0,195,0
Geobacillus_kaustophilus_HTA426,3,1,0,0,0,3,0,5,1,0.783289817,0.261096606,0,0,0,0.783289817,0,1.305483029,0.261096606,383,0
Geobacillus_sp._Y412MC52,6,1,0,0,1,0,0,0,1,1.538461538,0.256410256,0,0,0.256410256,0,0,0,0.256410256,390,0
Geobacillus_sp._Y412MC61,6,2,0,0,1,0,0,0,1,1.342281879,0.447427293,0,0,0.223713647,0,0,0,0.223713647,447,0
Geobacillus_thermoleovorans_CCB_US3_UF5,0,0,0,0,1,0,0,0,0,0,0,0,0,1.149425287,0,0,0,0,87,0
Glaciecola_agarilytica_4H-3-7+YE-5,1,1,0,0,0,0,0,8,0,0.21978022,0.21978022,0,0,0,0,0,1.758241758,0,455,0
Glaciecola_nitratireducens_FR1064,0,2,0,1,0,0,0,6,0,0,0.512820513,0,0.256410256,0,0,0,1.538461538,0,390,0
Gordonia_bronchialis_3410_DSM_43247,3,0,0,4,0,0,0,1,0,0.630252101,0,0,0.840336134,0,0,0,0.210084034,0,476,0
Gramella_forsetii_KT0803,4,1,0,1,0,0,0,4,0,0.987654321,0.24691358,0,0.24691358,0,0,0,0.987654321,0,405,0
Haemophilus_ducreyi_35000HP,3,3,0,0,1,0,0,1,2,0.765306122,0.765306122,0,0,0.255102041,0,0,0.255102041,0.510204082,392,0
Haemophilus_influenzae_B_10810,1,3,1,0,1,0,0,1,1,0.2,0.6,0.2,0,0.2,0,0,0.2,0.2,500,0
Haemophilus_influenzae_CGSHiCZ412602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Haemophilus_influenzae_F3031,3,2,1,0,1,1,1,2,0,0.677200903,0.451467269,0.225733634,0,0.225733634,0.225733634,0.225733634,0.451467269,0,443,0
Haemophilus_influenzae_F3047,1,3,1,0,0,0,0,0,0,0.395256917,1.185770751,0.395256917,0,0,0,0,0,0,253,0
Haemophilus_influenzae_KR494,2,1,0,1,1,0,0,1,0,0.803212851,0.401606426,0,0.401606426,0.401606426,0,0,0.401606426,0,249,0
Haemophilus_influenzae_NTHi_86-028NP,0,3,2,0,0,0,0,0,0,0,0.835654596,0.557103064,0,0,0,0,0,0,359,0
Haemophilus_influenzae_NTHi_PittEE,3,3,1,0,0,0,0,2,0,1.045296167,1.045296167,0.348432056,0,0,0,0,0.696864111,0,287,0
Haemophilus_influenzae_NTHi_PittGG,1,4,1,0,0,0,0,0,0,0.387596899,1.550387597,0.387596899,0,0,0,0,0,0,258,0
Haemophilus_influenzae_R2846,1,3,1,0,2,0,0,0,0,0.240384615,0.721153846,0.240384615,0,0.480769231,0,0,0,0,416,0
Haemophilus_influenzae_R2866,3,1,2,0,2,0,0,0,0,0.675675676,0.225225225,0.45045045,0,0.45045045,0,0,0,0,444,0
Haemophilus_influenzae_Rd_(KW20),3,2,1,0,0,0,0,1,0,0.70754717,0.471698113,0.235849057,0,0,0,0,0.235849057,0,424,0
Haemophilus_parainfluenzae_T3T1,2,3,0,0,0,0,0,0,0,0.985221675,1.477832512,0,0,0,0,0,0,0,203,0
Haemophilus_parasuis_sv._1_SH03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Haemophilus_parasuis_sv._5_KL0318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Haemophilus_parasuis_ZJ0906,1,0,0,0,0,0,0,0,0,1.960784314,0,0,0,0,0,0,0,0,51,0
Haliangium_ochraceum_SMP-2_DSM_14365,5,1,0,0,3,0,0,0,0,0.957854406,0.191570881,0,0,0.574712644,0,0,0,0,522,0
Haloarcula_marismortui_ATCC_43049,7,1,0,2,0,0,0,1,0,1.785714286,0.255102041,0,0.510204082,0,0,0,0.255102041,0,392,0
Halobacteroides_halobius_MD-1_DSM_5150,1,0,0,0,0,0,0,2,0,0.613496933,0,0,0,0,0,0,1.226993865,0,163,0
Helicobacter_bizzozeronii_CIII-1,1,2,0,1,2,0,0,2,0,0.248756219,0.497512438,0,0.248756219,0.497512438,0,0,0.497512438,0,402,0
Helicobacter_cetorum_MIT_00-7128,1,1,0,0,0,0,0,0,0,1.960784314,1.960784314,0,0,0,0,0,0,0,51,0
Helicobacter_cetorum_MIT_99-5656,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.571428571,0,28,0
Helicobacter_cinaedi_ATCC_BAA-847,6,0,0,0,0,0,0,0,0,2.076124567,0,0,0,0,0,0,0,0,289,0
Helicobacter_felis_CS1_ATCC_49179,0,1,0,0,0,0,0,0,1,0,0.666666667,0,0,0,0,0,0,0.666666667,150,0
Helicobacter_mustelae_ATCC_43772,0,1,0,1,1,0,0,2,1,0,0.23255814,0,0.23255814,0.23255814,0,0,0.465116279,0.23255814,430,0
Helicobacter_pylori_2017,3,3,1,0,0,1,0,0,0,0.744416873,0.744416873,0.248138958,0,0,0.248138958,0,0,0,403,0
Helicobacter_pylori_2018,3,4,1,1,0,0,0,0,0,0.625,0.833333333,0.208333333,0.208333333,0,0,0,0,0,480,0
Helicobacter_pylori_26695,0,6,0,0,0,0,0,3,0,0,1.263157895,0,0,0,0,0,0.631578947,0,475,0
Helicobacter_pylori_35A,1,5,0,1,1,1,2,0,0,0.212314225,1.061571125,0,0.212314225,0.212314225,0.212314225,0.42462845,0,0,471,0
Helicobacter_pylori_51,3,5,0,0,0,1,0,0,1,0.557620818,0.92936803,0,0,0,0.185873606,0,0,0.185873606,538,0
Helicobacter_pylori_52,2,2,0,0,1,1,3,0,0,0.400801603,0.400801603,0,0,0.200400802,0.200400802,0.601202405,0,0,499,0
Helicobacter_pylori_83,3,7,0,0,0,1,0,0,0,0.60483871,1.411290323,0,0,0,0.201612903,0,0,0,496,0
Helicobacter_pylori_908,1,4,1,0,1,0,0,1,1,0.204081633,0.816326531,0.204081633,0,0.204081633,0,0,0.204081633,0.204081633,490,0
Helicobacter_pylori_Aklavik117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Helicobacter_pylori_Aklavik86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Helicobacter_pylori_B38,7,3,0,0,0,0,2,0,0,1.446280992,0.619834711,0,0,0,0,0.41322314,0,0,484,0
Helicobacter_pylori_B8,1,6,1,0,0,0,0,1,2,0.200400802,1.20240481,0.200400802,0,0,0,0,0.200400802,0.400801603,499,0
Helicobacter_pylori_BM012A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Helicobacter_pylori_BM012B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Helicobacter_pylori_BM012S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Helicobacter_pylori_BM013A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Helicobacter_pylori_BM013B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Helicobacter_pylori_Cuz20,1,2,0,0,0,0,0,0,0,0.446428571,0.892857143,0,0,0,0,0,0,0,224,0
Helicobacter_pylori_ELS37,2,1,0,0,0,0,0,1,0,0.896860987,0.448430493,0,0,0,0,0,0.448430493,0,223,0
Helicobacter_pylori_F16,5,1,0,2,0,0,0,1,0,1.275510204,0.255102041,0,0.510204082,0,0,0,0.255102041,0,392,0
Helicobacter_pylori_F30,2,5,0,1,0,0,0,0,1,0.440528634,1.101321586,0,0.220264317,0,0,0,0,0.220264317,454,0
Helicobacter_pylori_F32,3,5,0,1,1,0,0,0,0,0.669642857,1.116071429,0,0.223214286,0.223214286,0,0,0,0,448,0
Helicobacter_pylori_F57,1,6,0,1,0,0,0,1,0,0.219298246,1.315789474,0,0.219298246,0,0,0,0.219298246,0,456,0
Helicobacter_pylori_G27,5,2,1,0,2,0,0,1,0,1.048218029,0.419287212,0.209643606,0,0.419287212,0,0,0.209643606,0,477,0
Helicobacter_pylori_Gambia9424,2,2,0,0,0,0,0,0,0,0.704225352,0.704225352,0,0,0,0,0,0,0,284,0
Helicobacter_pylori_HPAG1,1,7,0,0,0,0,0,0,0,0.208333333,1.458333333,0,0,0,0,0,0,0,480,0
Helicobacter_pylori_HUP-B14,0,1,0,0,0,0,0,0,0,0,0.724637681,0,0,0,0,0,0,0,138,0
Helicobacter_pylori_India7,3,5,0,0,2,0,1,0,1,0.657894737,1.096491228,0,0,0.438596491,0,0.219298246,0,0.219298246,456,0
Helicobacter_pylori_J166,2,1,0,1,3,0,2,0,0,0.419287212,0.209643606,0,0.209643606,0.628930818,0,0.419287212,0,0,477,0
Helicobacter_pylori_J99,1,7,0,0,0,0,1,0,0,0.232018561,1.62412993,0,0,0,0,0.232018561,0,0,431,0
Helicobacter_pylori_Lithuania75,0,1,0,0,0,0,0,0,0,0,0.980392157,0,0,0,0,0,0,0,102,0
Helicobacter_pylori_OK113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Helicobacter_pylori_OK310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Helicobacter_pylori_Oki102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Helicobacter_pylori_Oki112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Helicobacter_pylori_Oki128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Helicobacter_pylori_Oki154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Helicobacter_pylori_Oki422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Helicobacter_pylori_Oki673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Helicobacter_pylori_Oki828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Helicobacter_pylori_Oki898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Helicobacter_pylori_P12,1,7,0,0,1,0,0,0,0,0.196850394,1.377952756,0,0,0.196850394,0,0,0,0,508,0
Helicobacter_pylori_PeCan18,1,0,0,0,0,0,0,0,0,1.063829787,0,0,0,0,0,0,0,0,94,0
Helicobacter_pylori_PeCan4,1,1,0,0,0,0,0,0,0,0.574712644,0.574712644,0,0,0,0,0,0,0,174,0
Helicobacter_pylori_Puno120,1,1,0,0,0,0,0,0,0,0.769230769,0.769230769,0,0,0,0,0,0,0,130,0
Helicobacter_pylori_Puno135,2,0,0,0,0,0,0,0,0,1.550387597,0,0,0,0,0,0,0,0,129,0
Helicobacter_pylori_Rif1,0,5,0,0,2,0,0,1,0,0,1.149425287,0,0,0.459770115,0,0,0.229885057,0,435,0
Helicobacter_pylori_Rif2,1,1,0,0,0,0,0,1,0,0.699300699,0.699300699,0,0,0,0,0,0.699300699,0,143,0
Helicobacter_pylori_Sat464,1,3,0,0,0,0,0,0,0,0.377358491,1.132075472,0,0,0,0,0,0,0,265,0
Helicobacter_pylori_Shi112,1,0,0,0,0,0,0,0,0,1.923076923,0,0,0,0,0,0,0,0,52,0
Helicobacter_pylori_Shi169,1,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,40,0
Helicobacter_pylori_Shi417,1,0,0,0,0,0,0,0,0,1.960784314,0,0,0,0,0,0,0,0,51,0
Helicobacter_pylori_Shi470,3,6,0,0,1,1,0,1,0,0.587084149,1.174168297,0,0,0.195694716,0.195694716,0,0.195694716,0,511,0
Helicobacter_pylori_SJM180,1,2,0,0,0,0,0,0,0,0.440528634,0.881057269,0,0,0,0,0,0,0,227,0
Helicobacter_pylori_SNT49,2,1,0,0,0,0,0,0,0,1.058201058,0.529100529,0,0,0,0,0,0,0,189,0
Helicobacter_pylori_SouthAfrica20,3,0,0,1,0,0,0,0,0,1.244813278,0,0,0.414937759,0,0,0,0,0,241,0
Helicobacter_pylori_SouthAfrica7,1,0,0,0,0,1,0,0,1,0.71942446,0,0,0,0,0.71942446,0,0,0.71942446,139,0
Helicobacter_pylori_UM032,1,0,0,0,0,0,0,0,0,0.943396226,0,0,0,0,0,0,0,0,106,0
Helicobacter_pylori_UM037,1,1,0,0,0,0,0,0,0,1.063829787,1.063829787,0,0,0,0,0,0,0,94,0
Helicobacter_pylori_UM066,1,0,0,0,0,0,0,0,0,1.923076923,0,0,0,0,0,0,0,0,52,0
Helicobacter_pylori_UM298,1,0,0,0,0,0,0,0,0,1.538461538,0,0,0,0,0,0,0,0,65,0
Helicobacter_pylori_UM299,1,0,0,0,0,0,0,0,0,1.960784314,0,0,0,0,0,0,0,0,51,0
Helicobacter_pylori_v225,3,6,0,0,0,0,0,1,0,0.566037736,1.132075472,0,0,0,0,0,0.188679245,0,530,0
Helicobacter_pylori_XZ274,1,0,0,0,0,0,0,0,0,1.886792453,0,0,0,0,0,0,0,0,53,0
Hippea_maritima_MH2_DSM_10411,1,0,0,0,0,0,0,1,0,0.680272109,0,0,0,0,0,0,0.680272109,0,147,0
Hirschia_baltica_ATCC_49814,3,2,0,2,1,0,0,2,0,0.775193798,0.516795866,0,0.516795866,0.258397933,0,0,0.516795866,0,387,0
Histophilus_somni_2336,3,1,2,0,0,0,0,4,0,0.712589074,0.237529691,0.475059382,0,0,0,0,0.950118765,0,421,0
Hydrogenobaculum_sp._Y04AAS1,2,2,0,0,1,3,0,3,0,0.438596491,0.438596491,0,0,0.219298246,0.657894737,0,0.657894737,0,456,0
Hyperthermus_butylicus_DSM_5456,3,3,1,0,0,0,0,1,0,0.806451613,0.806451613,0.268817204,0,0,0,0,0.268817204,0,372,0
Hyphomonas_neptunium_ATCC_15444,2,2,0,1,1,0,0,3,2,0.527704485,0.527704485,0,0.263852243,0.263852243,0,0,0.791556728,0.527704485,379,0
Idiomarina_loihiensis_L2TR,3,0,0,0,1,1,0,6,0,0.744416873,0,0,0,0.248138958,0.248138958,0,1.488833747,0,403,0
Isoptericola_variabilis_225,5,4,0,0,0,0,1,3,1,1.234567901,0.987654321,0,0,0,0,0.24691358,0.740740741,0.24691358,405,0
Jannaschia_sp._CCS1,2,2,0,0,3,0,0,3,1,0.520833333,0.520833333,0,0,0.78125,0,0,0.78125,0.260416667,384,0
Jonesia_denitrificans_55134_DSM_20603,5,0,0,0,0,3,0,0,0,1.488095238,0,0,0,0,0.892857143,0,0,0,336,0
Kangiella_koreensis_SW-125_DSM_16069,2,0,0,0,2,1,0,5,0,0.396825397,0,0,0,0.396825397,0.198412698,0,0.992063492,0,504,0
Kytococcus_sedentarius_541_DSM_20547,5,0,0,0,0,0,0,1,0,1.623376623,0,0,0,0,0,0,0.324675325,0,308,0
Lactobacillus_acidophilus_30SC,4,4,0,0,2,0,0,0,0,1.007556675,1.007556675,0,0,0.503778338,0,0,0,0,397,0
Lactobacillus_acidophilus_La-14,3,4,1,0,0,0,0,0,0,0.549450549,0.732600733,0.183150183,0,0,0,0,0,0,546,0
Lactobacillus_acidophilus_NCFM,4,2,1,0,1,0,0,0,0,1.012658228,0.506329114,0.253164557,0,0.253164557,0,0,0,0,395,0
Lactobacillus_amylovorus_GRL_1112,4,1,0,0,0,0,0,1,0,1.449275362,0.362318841,0,0,0,0,0,0.362318841,0,276,0
Lactobacillus_amylovorus_GRL_1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0
Lactobacillus_brevis_KB290,0,5,0,2,1,0,0,0,0,0,1.168224299,0,0.46728972,0.23364486,0,0,0,0,428,0
Lactobacillus_buchneri_CD034,1,1,0,3,0,0,0,2,0,0.27100271,0.27100271,0,0.81300813,0,0,0,0.54200542,0,369,0
Lactobacillus_buchneri_NRRL_B-30929,3,1,0,0,0,0,0,2,1,0.884955752,0.294985251,0,0,0,0,0,0.589970501,0.294985251,339,0
Lactobacillus_casei_ATCC_334,5,2,0,0,2,0,0,0,0,1.101321586,0.440528634,0,0,0.440528634,0,0,0,0,454,0
Lactobacillus_casei_BD-II,4,2,0,0,0,1,0,1,0,0.819672131,0.409836066,0,0,0,0.204918033,0,0.204918033,0,488,0
Lactobacillus_casei_casei_BL23,5,1,0,0,1,1,0,1,0,1.050420168,0.210084034,0,0,0.210084034,0.210084034,0,0.210084034,0,476,0
Lactobacillus_casei_LC2W,2,2,1,1,0,0,0,2,0,0.506329114,0.506329114,0.253164557,0.253164557,0,0,0,0.506329114,0,395,0
Lactobacillus_casei_LOCK919,2,0,0,1,1,0,0,1,0,0.947867299,0,0,0.473933649,0.473933649,0,0,0.473933649,0,211,0
Lactobacillus_casei_W56,4,2,0,0,2,0,0,1,0,1.108033241,0.55401662,0,0,0.55401662,0,0,0.27700831,0,361,0
Lactobacillus_casei_Zhang,6,3,0,0,1,0,0,0,0,1.212121212,0.606060606,0,0,0.202020202,0,0,0,0,495,0
Lactobacillus_crispatus_ST1,5,2,0,0,0,0,0,0,0,1.201923077,0.480769231,0,0,0,0,0,0,0,416,0
Lactobacillus_delbrueckii_bulgaricus_2038,1,1,1,2,1,0,0,2,0,0.261096606,0.261096606,0.261096606,0.522193211,0.261096606,0,0,0.522193211,0,383,0
Lactobacillus_delbrueckii_bulgaricus_ATCC_11842,2,1,0,1,1,0,0,1,0,0.49382716,0.24691358,0,0.24691358,0.24691358,0,0,0.24691358,0,405,0
Lactobacillus_delbrueckii_bulgaricus_ATCC_BAA-365,2,3,0,0,2,0,0,2,0,0.447427293,0.67114094,0,0,0.447427293,0,0,0.447427293,0,447,0
Lactobacillus_delbrueckii_bulgaricus_ND02,3,1,1,0,0,0,0,2,1,0.911854103,0.303951368,0.303951368,0,0,0,0,0.607902736,0.303951368,329,0
Lactobacillus_fermentum_CECT_5716,5,2,0,0,1,0,0,1,0,1.182033097,0.472813239,0,0,0.236406619,0,0,0.236406619,0,423,0
Lactobacillus_fermentum_F6,3,4,0,0,2,0,0,0,0,0.668151448,0.890868597,0,0,0.445434298,0,0,0,0,449,0
